venue_name,identifier,maximumAttendeeCapacity
The Sheldon Theatre,jambase:365469,468
The Ledge Waite Park Amphitheater,jambase:7574966,6000
EME Antro Bar,jambase:5928164,
Minnesota State Fair,jambase:67224,17000
The Hook and Ladder Theater,jambase:2600196,250
The Loft at Barfly,jambase:68461,700
Winstock Country Music Festival,jambase:73838,
Northern Lights Casino,jambase:407347,
Mystic Lake Amphitheatre,jambase:3968167,
Hopkins Center for the Arts,jambase:329345,700
The Moondance Jam,jambase:407346,20000
Aldrich Ice Arena,jambase:2687879,4430
Palmer’s Bar,jambase:73919,
Mears Park,jambase:68493,
Grand Casino Hinckley Amphitheater,jambase:5697333,
Stone Arch Bridge,jambase:407156,
The Woman’s Club of Minneapolis,jambase:8332362,630
Harriet Island Regional Park,jambase:68616,
Hanifl Performing Arts Center – Lakeshore Players Theatre,jambase:6110237,250
Lakefront Park,jambase:395705,
Mystic Lake Showroom,jambase:3832380,
Green Room,jambase:9844500,
The Lyric at Skyway Theatre,jambase:9106638,
Brainerd International Raceway,jambase:68795,
Blue Ribbon Pines Disc Golf Club,jambase:4394329,
St. Croix Casino,jambase:393420,
Allianz Field,jambase:11361367,
Zhora Darling,jambase:11211655,
Tilson Auditorium at Indiana State University,jambase:346304,1400
Proud Larry’s,jambase:62185,300
Minglewood Hall,jambase:66651,1500
Hernando’s Hideaway,jambase:6391016,200
The Lyric Oxford,jambase:70525,600
Soundstage at Graceland,jambase:3613841,464
FedEx Forum,jambase:65231,18118
Halloran Centre at Orpheum Theater,jambase:573786,361
Landers Center,jambase:64373,8400
Gold Strike Casino Resort,jambase:64294,650
Cannon Center,jambase:64283,2100
Bartlett Performing Arts Center,jambase:192602,350
Germantown Performing Arts Center,jambase:62977,864
BankPlus Amphitheater at Snowden Grove,jambase:64724,11000
Radians Amphitheater at Memphis Botanic Gardens,jambase:63217,600
Grind City Brewing Co,jambase:8924559,
Lafayette’s Music Room,jambase:72129,400
Hi Tone,jambase:62670,400
Black Lodge Video,jambase:394567,750
East Arkansas Community College,jambase:341819,
Orpheum Theater,jambase:67304,2500
1884 Lounge @ Minglewood,jambase:68445,400
Overton Park Shell,jambase:344969,
Growlers,jambase:3204119,301
Tom Lee Park,jambase:575757,
The Green Room @ Crosstown Arts,jambase:5760889,150
Crosstown Arts,jambase:388627,417
Ground Zero Blues Club,jambase:63119,
Vaught Hemingway Stadium,jambase:9556817,
B-Side Memphis,jambase:5493705,100
Crossroads Arena,jambase:373665,7708
Ruby Diamond Auditorium,jambase:400841,1260
Adderley Amphitheater,jambase:11029805,3500
Spirit of The Suwannee Music Park,jambase:64675,30000
Donald L. Tucker Civic Center At Florida State University,jambase:392084,12500
Potbelly’s,jambase:357265,800
Baja’s Beachclub,jambase:347266,
Tenn Nightclub,jambase:2629728,
The Wine House on Market Street,jambase:11376198,
Ludlow Garage,jambase:396163,725
Bogart’s,jambase:62141,1500
Cincinnati Music Hall,jambase:333311,1300
The Southgate House Revival – Sanctuary,jambase:64563,500
MegaCorp Pavilion,jambase:10063879,7000
Riverbend Music Center,jambase:62356,20500
Madison Theater,jambase:63133,1200
The Southgate House Revival – Revival Room,jambase:68942,600
The Andrew J Brady Music Center,jambase:7500343,4500
The Southgate House Revival – The Lounge,jambase:68115,600
Taft Theatre,jambase:66703,2500
Madison Live,jambase:72706,350
Hamilton County Memorial Hall,jambase:332792,550
Heritage Bank Center,jambase:64025,17556
Lori’s Road House,jambase:8029443,2200
The Woodward Theater,jambase:71873,600
PNC Pavilion at Riverbend,jambase:66062,20500
Belterra Casino Resort And Spa,jambase:70902,1500
Paycor Stadium,jambase:63867,65000
The Redmoor,jambase:66402,
Riverfront Live,jambase:4714113,1300
Great American Ball Park,jambase:324718,42319
Top Cat’s,jambase:357298,700
Hard Rock Cincinnati Ballroom,jambase:7972292,4000
DownTowne Listening Room,jambase:71166,60
Procter & Gamble Hall,jambase:374868,2719
Anderson Theater At Cincinnati Memorial Hall,jambase:5689563,556
Brick Street Bar,jambase:356964,
MOTR Pub,jambase:68081,50
Thompson House,jambase:69615,653
Truist Arena,jambase:66303,
Lawrenceburg Event Center,jambase:71377,1500
Legends,jambase:71081,390
Jarson Kaplan Theater,jambase:412924,437
TQL Stadium,jambase:8381531,
North Second Tap and Bottle Shop,jambase:4889221,
Voice of America MetroPark,jambase:9639281,
Blue Note Harrison,jambase:7165917,500
Princeton Pike Church Of God,jambase:67794,
Nowhere Else,jambase:6532702,
Legends Bar and Venue,jambase:6286211,
Caffè Vivace,jambase:5413419,
Road Apple Sorg Opera House,jambase:371615,
Brookshire Grocery Arena,jambase:67528,14000
Shreveport Municipal Auditorium,jambase:66752,3024
Strand Theater,jambase:62830,
Margaritaville Resort Casino,jambase:70699,950
Perot Theatre,jambase:372920,1
Louisiana Grandstand,jambase:11275280,
Huntington Center,jambase:67721,8000
Stranahan Theatre,jambase:63826,2424
Valentine Theatre,jambase:373949,901
Frankie’s,jambase:62454,300
Howard’s Club H,jambase:64033,
Bowling Green,jambase:575876,
Put-In-Bay Airport,jambase:7640522,
Marathon Center for the Performing Arts – Donnell Theater,jambase:10307091,960
The Machine Shop,jambase:69983,550
Soaring Eagle Casino,jambase:62903,1575
The Capitol Theatre,jambase:5271930,1500
The Dow Event Center,jambase:66209,7647
Midland Center for the Arts,jambase:343318,1500
Temple Theater,jambase:347395,1750
FIM Dort Music Center,jambase:368180,
The Whiting,jambase:64115,
Midland County Fairgrounds,jambase:379985,
BMI Event Center,jambase:6198527,2500
Mead Theater at Schuster Performing Arts Center,jambase:3796509,2300
Arbogast Performing Arts Center,jambase:8010398,1200
The Rose Music Center at The Heights,jambase:71794,4200
Hobart Arena,jambase:361667,2782
Victoria Theatre,jambase:336193,1154
The Brightside Music & Event Venue,jambase:5359246,600
St. Clair Memorial Hall,jambase:412996,700
Nutter Center,jambase:67749,11200
Hickory Hills Lakes,jambase:429303,
Mercer County Fairgrounds,jambase:8966152,
Ohio Dreamfest,jambase:6943245,
Christian Life Center – Dayton,jambase:6196946,
Kuss Auditorium,jambase:573895,1574
Hotel Versailles,jambase:10847638,
Visions Veterans Memorial Arena,jambase:324115,
Peaceful Valley Campsite,jambase:6528764,
Chenango County Fairgrounds,jambase:63669,
Touch of Texas,jambase:4354105,800
Heinz Hall,jambase:66182,2676
Thunderbird Cafe,jambase:64569,380
Roxian Theatre,jambase:5045076,1470
Stage AE,jambase:69023,1500
Club Cafe,jambase:73257,140
Jergel’s Rhythm Grille,jambase:74070,500
PPG Paints Arena,jambase:73984,17758
Mr. Smalls Theatre,jambase:67170,800
Palace Theatre,jambase:63751,1369
Pittsburgh Winery,jambase:71313,350
The Pavilion at Star Lake,jambase:63032,23000
Carnegie Of Homestead Music Hall,jambase:69705,1047
Spirit,jambase:72805,195
Preserving Underground,jambase:6251194,800
The Funhouse at Mr. Smalls,jambase:3329202,175
City Winery,jambase:9732547,250
Petersen Events Center,jambase:366866,12508
Hard Rock Cafe,jambase:63721,200
Byham Theater,jambase:63853,1300
UPMC Events Center,jambase:5397754,4000
Benedum Center,jambase:62799,2800
123 Pleasant Street,jambase:62117,250
The Warhol at Carnegie Lecture Hall,jambase:62515,
Crafthouse Stage & Grill,jambase:2747599,500
Metropolitan Theatre,jambase:64394,1300
Rivers Casino Event Center,jambase:6518289,
PNC Park,jambase:64161,38362
Manchester Craftsmen’s Guild,jambase:63745,
Enclave,jambase:7725716,887
Veterans of Foreign War Post 694,jambase:11232236,
Acrisure Stadium,jambase:66846,
Carnegie Lecture Hall,jambase:364351,600
Lyell B Clay Concert Theatre,jambase:574814,1440
Planet Trog Entertainment Complex,jambase:69511,
Hartwood Acres,jambase:62414,
Carson Middle School,jambase:9287161,
West Allegheny High School,jambase:11296947,
Bottlerocket Social Hall,jambase:10344119,175
Dean Center For The Performing Arts,jambase:326844,
Kay Yeager Coliseum,jambase:69322,
The Newberry,jambase:7768004,150
Jimmy’s Jazz and Blues Club,jambase:7798902,350
Brighton Music Hall,jambase:68659,476
Paradise Rock Club,jambase:62838,933
Royale,jambase:73255,1000
MGM Music Hall at Fenway Park,jambase:8494257,5009
Symphony Hall,jambase:66793,2626
Crystal Ballroom at Somerville Theatre,jambase:7748627,500
Citizens House of Blues Boston,jambase:73152,2500
The Grand,jambase:3949447,800
Middle East Upstairs,jambase:64232,194
City Winery,jambase:3156588,300
Sonia,jambase:3080394,320
Blue Ocean Music Hall,jambase:68396,725
The Cabot,jambase:674826,885
Nashua Center for the Arts,jambase:9531630,1000
Bank of New Hampshire Pavilion,jambase:63160,9000
Big Night Live,jambase:5764054,1200
The Wilbur,jambase:65984,1093
Roadrunner,jambase:8051008,3500
Shalin Liu Performance Center,jambase:68955,330
Soundcheck Studios,jambase:5769171,500
Lynn Memorial Auditorium,jambase:65773,2000
Mémoire Boston,jambase:5841425,650
TD Garden,jambase:68434,19580
The Palladium Downstairs,jambase:74079,2160
Capitol Center for the Arts,jambase:64196,1304
Middle East Downstairs,jambase:64233,575
The Music Hall,jambase:62513,895
Regattabar,jambase:66913,225
The Palladium Upstairs,jambase:62677,500
Angel City Music Hall,jambase:8397644,300
Orpheum Theatre,jambase:62176,2700
Hampton Beach Casino Ballroom,jambase:73319,2200
Gillette Stadium,jambase:62409,65878
Berklee Performance Center,jambase:62839,1215
Lizard Lounge,jambase:62172,105
Cape Cod Melody Tent,jambase:62510,2300
The Red Room @ Cafe 939,jambase:67335,200
Groton Hill Music Center,jambase:9831194,1000
Leader Bank Pavilion,jambase:62992,5200
Fenway Park,jambase:65307,37731
The Press Room,jambase:64860,118
Wally’s Pub,jambase:68579,300
The Spire Center For Performing Arts,jambase:70835,250
The Rockwell,jambase:2798472,
Six String Grill & Stage,jambase:5979213,1300
The Sinclair,jambase:70110,525
Tupelo Music Hall,jambase:65922,700
Colonial Theatre,jambase:7767372,761
Zuzu,jambase:193754,100
Taffeta,jambase:9077684,180
Bonfire,jambase:5267695,
Boch Center Wang Theatre,jambase:66661,3500
Club Passim,jambase:62856,100
The Center for Arts at the Armory,jambase:71982,395
Palace Theatre,jambase:62894,880
Somerville Theatre,jambase:62156,900
South Shore Music Circus,jambase:62877,2300
The Hanover Theatre,jambase:66419,2300
Lowell Memorial Auditorium,jambase:62713,2800
3S Artspace,jambase:72256,400
O’Brien’s Pub,jambase:62718,80
Indian Ranch,jambase:64739,3000
Colonial Theatre Keene,jambase:62324,888
Cafe 939,jambase:66228,200
Plymouth Memorial Hall,jambase:361426,1500
The Rex Theatre,jambase:8188703,587
Warehouse XI,jambase:11032105,
DCU Center,jambase:62158,14800
ONCE Somerville,jambase:2001933,300
Scullers Jazz Club,jambase:62565,200
SNHU Arena,jambase:3764335,11770
The Colonial Theatre,jambase:327384,1700
Cary Hall,jambase:340514,822
Jordan Hall,jambase:363055,1051
Off The Rails,jambase:8321041,600
Sofar Sounds Seaport District,jambase:9539368,
The Stage at Suffolk Downs,jambase:9583091,
Sofar Sounds Downtown,jambase:9496233,
The Cut,jambase:11291018,
Sanders Theater,jambase:62234,1000
Bernie’s Beach Bar,jambase:72587,
The Regent Theatre,jambase:380326,
Sally O’Briens,jambase:63799,100
Bill’s Bar,jambase:356713,600
The Goat,jambase:8197633,
Sofar Sounds South End,jambase:9297286,
Campanelli Stadium,jambase:192584,
Sofar Sounds SoWa,jambase:9198749,
Sofar Sounds Back Bay,jambase:9198521,
Smuttynose Brewing Company,jambase:361892,
Stumble Inn,jambase:11520876,
Chubb Theatre,jambase:10847630,
Deep Cuts,jambase:10447277,240
The Middle East,jambase:62227,1279
Agganis Arena,jambase:65020,7200
Chevalier Theater,jambase:392633,1900
Shubert Theatre,jambase:65239,1600
Bank of New Hampshire Stage,jambase:5470975,450
The Burren,jambase:62769,
The Stone Church,jambase:417572,200
Marshfield Fairgrounds,jambase:63276,15000
Bijou Nightclub,jambase:388986,668
The Shaskeen,jambase:68904,260
Harvard Athletic Complex,jambase:2858107,
Northlands,jambase:378154,
The Word Barn,jambase:3140593,
Rochester Opera House,jambase:64128,702
Newburyport Brewing Company,jambase:71749,
Firefly’s BBQ,jambase:395438,
Sofar Sounds Davis Square,jambase:9510510,
Sofar Sounds Union Square,jambase:9198768,
Sofar Sounds Jamaica Plain,jambase:9198639,
Sofar Sounds East Cambridge,jambase:9198591,
Cisco Brewers Portsmouth,jambase:8592589,500
Mount Snow,jambase:69620,
The Snow Barn,jambase:566158,250
Belleville Church,jambase:365989,
Sofar Sounds Brookline,jambase:9980979,
Sofar Sounds Southie,jambase:9799259,
Sofar Sounds Fenway,jambase:9526541,
Sofar Sounds Theater District,jambase:9198764,
Aeronaut Cannery & Taproom,jambase:8217830,
Scorpion Bar Boston,jambase:8117480,
Centro Nightclub,jambase:393892,
Olympia’s Zorba Music Hall,jambase:2236294,
Silhouette Lounge,jambase:9970207,50
Estabrook Hall at Cary Memorial Building,jambase:9487664,822
Sofar Sounds Dorchester,jambase:9198574,
Faces Brewing Co.,jambase:8516263,
Crossroads Music Series,jambase:8379928,
Empire Boston,jambase:8117495,
Scorpion Bar at Patriot Place,jambase:8117479,
Big Bear Lodge,jambase:571076,
Topsfield Fairgrounds,jambase:347971,
First Church in Cambridge Congregational,jambase:328349,
Maria Weston Chapman Middle School Theater,jambase:11425036,
Prior Performing Arts Center at College of the Holy Cross,jambase:11170616,
Notch Brewery & Tap Room (Brighton),jambase:11103688,
Caffè Nero,jambase:10544985,
Tipitina’s,jambase:63114,1000
Howlin’ Wolf,jambase:62281,120
Smoothie King Center,jambase:62624,17805
Fillmore New Orleans,jambase:4775678,2000
The Joy Theater,jambase:67979,1200
Snug Harbor,jambase:357128,100
The Civic Theatre,jambase:71391,1200
Le Bon Temps Roule,jambase:64042,100
Chickie Wah Wah,jambase:65930,200
Toulouse Theatre,jambase:8053735,400
House of Blues,jambase:64199,1010
Metropolitan,jambase:67353,850
Saenger Theatre,jambase:62167,2600
Caesars Superdome,jambase:73729,76
Southport Hall,jambase:62518,250
Santos Bar,jambase:3447356,300
Hollywood Casino Gulf Coast,jambase:378898,918
Orpheum Theater,jambase:334219,1780
Blue Nile,jambase:64456,300
Mardi Gras World,jambase:336227,3000
Republic NOLA,jambase:68909,1000
Mahalia Jackson Theater,jambase:363257,2243
Jefferson Performing Arts Center,jambase:2447979,1065
The Saturn Bar,jambase:370343,
The Columns Hotel,jambase:361256,300
UNO Lakefront Arena,jambase:62985,10000
The Maple Leaf Bar,jambase:62514,
d.b.a.,jambase:63212,200
Fair Grounds Race Course,jambase:342687,
UNO Lakefront Arena Festival Grounds,jambase:5618859,
New Orleans Jazz Museum,jambase:4395955,
The Sugar Mill,jambase:328811,
The Rabbit Hole,jambase:8316427,
Moonshadow Farms,jambase:7760824,
M3 at the Metropolitan,jambase:7593847,
The City Club of Houma,jambase:6488410,
Living Word Church – Schriever,jambase:6220162,
Bayou Boogaloo,jambase:404805,
Victory Church,jambase:11459355,
Nebraskaland Grounds,jambase:7650183,
Wild West Arena,jambase:370907,10000
Kodak Center,jambase:4116367,1978
Point of the Bluff Vineyards,jambase:5403012,
CMAC (Constellation Brands – Marvin Sands Performing Arts Center),jambase:65765,15000
The Montage Music Hall,jambase:65134,400
Rochester Auditorium Theatre,jambase:68041,3901
Smith Opera House,jambase:192508,950
Bug Jar,jambase:73258,200
Lovin’ Cup,jambase:66107,200
The Theater At Innovation Square,jambase:11160821,
Blue Cross Arena,jambase:62953,12428
Water Street Music Hall,jambase:62206,1000
Photo City,jambase:3233677,250
Hollerhorn Distilling,jambase:4801259,
Three Heads Brewing,jambase:2669429,
Rochester International Jazz Festival,jambase:66711,
Johnny’s Irish Pub,jambase:336256,
Alerus Center,jambase:64624,21000
Fargo Brewing Company,jambase:2184459,600
Fargo Theatre,jambase:62610,870
The Aquarium,jambase:70093,260
FargoDome,jambase:63044,19000
Sanctuary Events Center,jambase:2392276,550
Scheels Arena,jambase:68764,6000
Shooting Star Casino,jambase:66746,1700
The Hall at Fargo Brewing Company,jambase:5745608,
The Lights,jambase:7062670,
Chester Fritz Auditorium,jambase:571439,2400
Bluestem Center For The Arts,jambase:69132,3000
Soo Pass Ranch and Amphitheater,jambase:67139,
Ralph Engelstad Arena,jambase:569206,
Dakota Magic Casino & Convention Center,jambase:341482,
Red River Valley Fair,jambase:192561,
Kick’n Up Kountry Music Festival,jambase:11099841,
The Underground,jambase:2664621,750
The Fillmore Charlotte,jambase:73935,2000
Visulite Theatre,jambase:66022,500
Amos’ Southend,jambase:62778,750
PNC Music Pavilion,jambase:62725,19500
Spectrum Center,jambase:65467,20200
Ovens Auditorium,jambase:62482,2460
Middle C Jazz,jambase:5689619,200
Coyote Joe’s,jambase:365344,400
Black Box Theater,jambase:7857592,1500
The Evening Muse,jambase:62925,120
